title,author,expected_series,expected_position,franchise,source,book_id,work_id,series_id,isbn13,ratings_count,average_rating
Asylum,Madeleine Roux,Asylum,1,Asylum,goodreads_dump,13597728,19187769,564601,9780062220967,30773,3.64
The Ice Princess,Camilla Lackberg,Fjallbacka,1,Fjallbacka,goodreads_dump,7058405,1395190,156991,9781605980928,30770,3.70
The Carrie Diaries,Candace Bushnell,The Carrie Diaries,1,The Carrie Diaries,goodreads_dump,7091370,7347624,240392,9780061728914,30760,3.57
Echo Park,Michael Connelly,Harry Bosch,12,Harry Bosch,goodreads_dump,32501,1359182,156703,9780316734950,30663,4.08
Second Chance Boyfriend,Monica Murphy,One Week Girlfriend,2,One Week Girlfriend,goodreads_dump,17316075,23984106,467579,2940016487083,30654,4.06
Sandry's Book,Tamora Pierce,Circle of Magic,1,Circle of Magic,goodreads_dump,58889,1142894,155252,9780590554084,30651,3.99
Separation of Power,Vince Flynn,Mitch Rapp,5,Mitch Rapp,goodreads_dump,937249,978952,297958,9780671047344,30649,4.32
The Enchantress,Michael Scott,The Secrets of the Immortal Nicholas Flamel,6,The Secrets of the Immortal Nicholas Flamel,goodreads_dump,8519822,13386590,252369,9780385735353,30647,4.24
A Spell for Chameleon,Piers Anthony,Xanth,1,Xanth,goodreads_dump,76664,2501416,162515,9780345258557,30638,3.93
Memories of Ice,Steven Erikson,Malazan Book of the Fallen,3,Malazan Book of the Fallen,goodreads_dump,175983,836462,152968,9780765348807,30637,4.39
Night Pleasures,Sherrilyn Kenyon,Dark-Hunterverse,1,Dark-Hunterverse,goodreads_dump,84150,4112814,772522,9780312998363,30619,4.22
Behemoth,Scott Westerfeld,Leviathan,2,Leviathan,goodreads_dump,7826116,7245151,173433,9781416971757,30615,4.18
Dragon Bound,Thea Harrison,Elder Races,1,Elder Races,goodreads_dump,9637479,14524855,223454,9780425241509,30605,4.13
Virals,Kathy Reichs,Virals,1,Virals,goodreads_dump,7800188,10780344,222588,9781595143426,30597,3.94
The Lake House,James Patterson,When the Wind Blows,2,When the Wind Blows,goodreads_dump,110444,106431,228795,9780446696586,30559,3.79
Devil May Cry,Sherrilyn Kenyon,Dark-Hunterverse,11,Dark-Hunterverse,goodreads_dump,84133,81224,772540,9780312369507,30557,4.32
Written in Red,Anne Bishop,The Others,1,The Others,goodreads_dump,15711341,21378102,481375,9780451464965,30537,4.29
Etiquette & Espionage,Gail Carriger,Finishing School,1,Finishing School,goodreads_dump,10874177,15789500,245232,9780316190084,30528,3.79
Triptych,Karin Slaughter,Will Trent,1,Will Trent,goodreads_dump,21717,2479325,162426,9780385339469,30514,4.14
Prince of Wolves,Quinn Loftis,The Grey Wolves,1,The Grey Wolves,goodreads_dump,11947156,16908743,309733,,30498,4.06
The Last Town,Blake Crouch,Wayward Pines,3,Wayward Pines,goodreads_dump,20423680,29915182,609453,,30457,4.09
The 8th Confession,James Patterson,Women's Murder Club,8,Women's Murder Club,goodreads_dump,4110198,4157374,167371,9781846052583,30435,4.02
"Thirst No. 1: The Last Vampire, Black Blood, and Red Dice",Christopher Pike,The Last Vampire,1,The Last Vampire,goodreads_dump,5941233,6113733,300926,9781416983088,30376,3.82
The Emperor of Nihon-Ja,John Flanagan,Ranger's Apprentice,10,Ranger's Apprentice,goodreads_dump,7592279,9985502,177730,9781741664485,30369,4.42
Lost Light,Michael Connelly,Harry Bosch,9,Harry Bosch,goodreads_dump,126507,1805500,159000,9780446611633,30359,4.16
The Heist,Janet Evanovich,Fox and O'Hare,1,Fox and O'Hare,goodreads_dump,16169737,22016392,478588,9780345543066,30338,3.78
Sandstorm,James Rollins,Sigma Force,1,Sigma Force,goodreads_dump,183822,868206,181363,9780060580674,30322,3.94
Between the Lines,Jodi Picoult,Between the Lines,1,Between the Lines,goodreads_dump,12283261,17259372,766454,9781451635751,30303,3.58
Eona: The Last Dragoneye,Alison Goodman,Eon,2,Eon,goodreads_dump,7992995,14936811,221542,9780670063116,30301,4.12
A Caress of Twilight,Laurell K. Hamilton,Merry Gentry,2,Merry Gentry,goodreads_dump,30240,3341361,166226,9780345478160,30295,4.05
Gateway,Frederik Pohl,Heechee Saga,1,Heechee Saga,goodreads_dump,218427,1668837,185297,9780345475831,30282,4.07
Ninth Key,Meg Cabot,The Mediator,2,The Mediator,goodreads_dump,199786,227520,147109,9780060725129,30279,4.07
Gregor and the Prophecy of Bane,Suzanne Collins,Underland Chronicles,2,Underland Chronicles,goodreads_dump,385742,860408,153165,9780439650762,30278,4.17
My Favorite Mistake,Chelsea M. Cameron,My Favorite Mistake,1,My Favorite Mistake,goodreads_dump,15748898,21441527,463822,9781478322306,30231,4.00
The Hundred Thousand Kingdoms,N.K. Jemisin,Inheritance Trilogy,1,Inheritance Trilogy,goodreads_dump,6437061,6626657,170895,9780316043915,30194,3.81
Taran Wanderer,Lloyd Alexander,The Chronicles of Prydain,4,The Chronicles of Prydain,goodreads_dump,24782,2628,144459,9780805080513,30194,4.14
Consequences,Aleatha Romig,Consequences,1,Consequences,goodreads_dump,12368985,17349258,426292,9781465341884,30176,3.96
Torn,Amanda Hocking,Trylle,2,Trylle,goodreads_dump,11966216,13476717,178361,9781250006325,30092,4.04
The Collectors,David Baldacci,Camel Club,2,Camel Club,goodreads_dump,15154,867691,153215,9780446531092,30072,4.01
Morality for Beautiful Girls,Alexander McCall Smith,No. 1 Ladies' Detective Agency,3,No. 1 Ladies' Detective Agency,goodreads_dump,7035,5913092,168740,9781400031368,29995,3.97
Finnikin of the Rock,Melina Marchetta,Lumatere Chronicles,1,Lumatere Chronicles,goodreads_dump,4932435,4998084,234665,9780670072811,29984,3.93
The Last Colony,John Scalzi,Old Man's War,3,Old Man's War,goodreads_dump,88071,18279847,313402,9780765316974,29967,4.03
Forest of Secrets,Erin Hunter,Warriors,3,Warriors,goodreads_dump,831194,1462398,403228,9780060525613,29947,4.41
White Cat,Holly Black,Curse Workers,1,Curse Workers,goodreads_dump,6087756,6264661,169453,9781416963967,29944,3.81
The Ruby Circle,Richelle Mead,Bloodlines,6,Bloodlines,goodreads_dump,8709528,18752344,337779,9781595143228,29938,4.22
Peter and the Shadow Thieves,Dave Barry,Peter and the Starcatchers,2,Peter and the Starcatchers,goodreads_dump,9531,3204657,165600,9780786837878,29930,4.15
Amphigorey,Edward Gorey,Amphigorey,1,Amphigorey,goodreads_dump,47559,2375439,355982,9780399504334,29927,4.07
Immortal in Death,J.D. Robb,In Death,3,In Death,goodreads_dump,238126,3093699,165072,9780749934088,29918,4.26
Abaddon's Gate,James S.A. Corey,The Expanse,3,The Expanse,goodreads_dump,16131032,17606564,291695,9780316129077,29863,4.18
On a Pale Horse,Piers Anthony,Incarnations of Immortality,1,Incarnations of Immortality,goodreads_dump,76658,900764,153449,9780345338587,29860,4.14
Ender in Exile,Orson Scott Card,Enderverse: Publication Order,1.2,Enderverse: Publication Order,goodreads_dump,3220405,3465687,288280,9780765304964,29859,3.89
Haunted,Meg Cabot,The Mediator,5,The Mediator,goodreads_dump,23225,3239545,165747,9780060751647,29858,4.15
Lead,Kylie Scott,Stage Dive,3,Stage Dive,goodreads_dump,19286623,26116272,546543,9781250052384,29856,4.32
Bloodhound,Tamora Pierce,Beka Cooper,2,Beka Cooper,goodreads_dump,153779,1624976,158219,9780375814693,29845,4.26
Kill Shot,Vince Flynn,Mitch Rapp,2,Mitch Rapp,goodreads_dump,10816297,15729967,344257,9781416595205,29814,4.30
Magic Rises,Ilona Andrews,Kate Daniels,6,Kate Daniels,goodreads_dump,11544421,16484134,265279,9781937007584,29810,4.49
Rilla of Ingleside,L.M. Montgomery,Anne of Green Gables,8,Anne of Green Gables,goodreads_dump,433533,1791604,158933,9780553269222,29739,4.16
C is for Corpse,Sue Grafton,Kinsey Millhone,3,Kinsey Millhone,goodreads_dump,89656,2513787,162574,9780312939014,29738,3.87
The Seeing Stone,Holly Black,The Spiderwick Chronicles,2,The Spiderwick Chronicles,goodreads_dump,519048,2210660,161235,9780689859373,29735,3.88
The Sixth Man,David Baldacci,Sean King & Michelle Maxwell,5,Sean King & Michelle Maxwell,goodreads_dump,9509287,14395005,251216,9780446573108,29724,4.13
Ironside,Holly Black,Modern Faerie Tales,3,Modern Faerie Tales,goodreads_dump,283494,275023,147560,9780689868207,29722,4.05
Night Embrace,Sherrilyn Kenyon,Dark-Hunterverse,2,Dark-Hunterverse,goodreads_dump,84140,81269,772523,9780312984823,29715,4.25
Stillhouse Lake,Rachel Caine,Stillhouse Lake,1,Stillhouse Lake,goodreads_dump,33128934,53802245,1031372,,29671,4.12
A Thousand Pieces of You,Claudia Gray,Firebird,1,Firebird,goodreads_dump,17234658,23752694,459902,9780062278968,29643,3.93
Blow Fly,Patricia Cornwell,Kay Scarpetta,12,Kay Scarpetta,goodreads_dump,31623,1454733,157347,9780425198735,29604,3.75
The Dragon Heir,Cinda Williams Chima,The Heir Chronicles,3,The Heir Chronicles,goodreads_dump,2866413,2529437,162658,9781423110705,29578,4.15
Skin Trade,Laurell K. Hamilton,"Anita Blake, Vampire Hunter",17,"Anita Blake, Vampire Hunter",goodreads_dump,5215879,5283119,178820,9780425227725,29560,3.91
Earth Unaware,Orson Scott Card,The First Formic War,1,The First Formic War,goodreads_dump,13151129,18329141,334315,9780765329042,29543,3.92
The Thousand-Dollar Tan Line,Rob Thomas,Veronica Mars,1,Veronica Mars,goodreads_dump,18209454,25630244,588306,9780804170703,29539,3.99
The Cabinet of Curiosities,Douglas Preston,Pendergast,3,Pendergast,goodreads_dump,39031,817317,152816,9780446611237,29529,4.26
The Rose Society,Marie Lu,The Young Elites,2,The Young Elites,goodreads_dump,23846013,42990051,697951,9780399167843,29522,4.10
Frog and Toad All Year,Arnold Lobel,Frog and Toad,3,Frog and Toad,goodreads_dump,833549,1451198,184158,9780064440592,29518,4.34
Deal Breaker,Harlan Coben,Myron Bolitar,1,Myron Bolitar,goodreads_dump,43928,14597342,212894,9780385340601,29508,3.95
Red Lily,Nora Roberts,In the Garden,3,In the Garden,goodreads_dump,59821,1612557,197855,9780515139402,29501,4.07
Seize the Night,Sherrilyn Kenyon,Dark-Hunter,6,Dark-Hunter,goodreads_dump,84144,81234,832194,9780749935870,29500,4.36
On Basilisk Station,David Weber,Honor Harrington,1,Honor Harrington,goodreads_dump,35921,965345,153877,9781416509370,29497,4.11
Return to Paradise,Simone Elkeles,Leaving Paradise,2,Leaving Paradise,goodreads_dump,7797874,10770784,176134,9780738718682,29495,4.05
The Christmas Shoes,Donna VanLiere,Christmas Hope,1,Christmas Hope,goodreads_dump,42172,1085294,154723,9780312289515,29489,4.22
Beautiful Redemption,Jamie McGuire,The Maddox Brothers,2,The Maddox Brothers,goodreads_dump,22717015,42244477,668636,9781502541857,29463,4.14
Iced,Karen Marie Moning,Fever,6,Fever,goodreads_dump,12444166,17427104,527083,9780385344401,29449,4.12
Evil Under the Sun,Agatha Christie,Hercule Poirot,23,Hercule Poirot,goodreads_dump,16305,907837,227089,9781579126285,29441,3.94
Darkest Mercy,Melissa Marr,Wicked Lovely,5,Wicked Lovely,goodreads_dump,6368611,6556073,170438,9780061659256,29420,4.11
"The Secret Diary of Adrian Mole, Aged 13 3/4",Sue Townsend,Adrian Mole,1,Adrian Mole,goodreads_dump,51070,2866062,249320,9780060533991,29416,3.85
Transfer of Power,Vince Flynn,Mitch Rapp,3,Mitch Rapp,goodreads_dump,184655,2127844,160827,9781416516354,29414,4.31
Reunion,Meg Cabot,The Mediator,3,The Mediator,goodreads_dump,199785,2013729,160223,9780060725136,29414,4.09
Stray,Rachel Vincent,Shifters,1,Shifters,goodreads_dump,793399,779381,152458,9780778324218,29398,3.79
Black Rose,Nora Roberts,In the Garden,2,In the Garden,goodreads_dump,86321,1587685,197854,9780739453827,29393,4.04
Dear Mr. Henshaw,Beverly Cleary,Leigh Botts,1,Leigh Botts,goodreads_dump,105999,1174365,155458,9780380709588,29366,3.70
Undead and Unemployed,MaryJanice Davidson,Undead,2,Undead,goodreads_dump,153193,602355,150937,9780425197486,29355,3.93
Lord of Shadows,Cassandra Clare,The Dark Artifices,2,The Dark Artifices,goodreads_dump,30312891,19104295,355541,9781442468405,29333,4.55
Live Wire,Harlan Coben,Myron Bolitar,10,Myron Bolitar,goodreads_dump,8437667,14598314,215243,9780525952060,29311,4.07
The Demigod Diaries,Rick Riordan,The Heroes of Olympus,2.5,The Heroes of Olympus,goodreads_dump,12959086,18116462,440338,9781423163008,29303,4.19
The Dead and the Gone,Susan Beth Pfeffer,Last Survivors,2,Last Survivors,goodreads_dump,2169506,1785549,158917,9780152063115,29297,3.84
Sweet Home,Tillie Cole,Sweet Home,1,Sweet Home,goodreads_dump,18105011,25423841,561850,,29295,4.04
Captain Underpants and the Attack of the Talking Toilets,Dav Pilkey,Captain Underpants,2,Captain Underpants,goodreads_dump,153865,1368691,186239,9780439995443,29287,4.00
Smooth Talking Stranger,Lisa Kleypas,The Travises,3,The Travises,goodreads_dump,4066312,4113404,167314,9780312351663,29286,4.17
A Fatal Grace,Louise Penny,Chief Inspector Armand Gamache,2,Chief Inspector Armand Gamache,goodreads_dump,352921,343141,148246,9780312352561,29255,4.11
"Nana, Vol. 1",Ai Yazawa,Nana,1,Nana,goodreads_dump,98413,2346477,238344,9781421501086,29255,4.21
The Broken Eye,Brent Weeks,Lightbringer,3,Lightbringer,goodreads_dump,12652457,17766175,293478,,29241,4.46
Fear Nothing,Dean Koontz,Moonlight Bay,1,Moonlight Bay,goodreads_dump,32432,2880211,184833,9780553579758,29218,3.99
Love Comes Softly,Janette Oke,Love Comes Softly,1,Love Comes Softly,goodreads_dump,65497,63547,240927,9780553805598,29214,4.22
Queen of Babble Gets Hitched,Meg Cabot,Queen of Babble,3,Queen of Babble,goodreads_dump,2068676,2073911,160553,9780060852023,29170,3.82
Lord John and the Private Matter,Diana Gabaldon,Lord John Grey,1,Lord John Grey,goodreads_dump,10990,2489807,162463,9780770429454,29157,3.66
Edenbrooke,Julianne Donaldson,Edenbrooke,1,Edenbrooke,goodreads_dump,12820360,17969941,571641,9781609089467,29140,4.34
Half Magic,Edward Eager,Tales of Magic,1,Tales of Magic,goodreads_dump,225038,1441544,334840,9780152020682,29135,3.94
Thief,Tarryn Fisher,Love Me with Lies,3,Love Me with Lies,goodreads_dump,16090981,21895518,428763,,29126,4.40
Hard Bitten,Chloe Neill,Chicagoland Vampires,4,Chicagoland Vampires,goodreads_dump,9581001,12773071,176989,9780451233325,29113,4.17
Calamity,Brandon Sanderson,The Reckoners,3,The Reckoners,goodreads_dump,15704486,21366542,448821,9780385743600,29106,4.19
Lady Luck,Kristen Ashley,Colorado Mountain,3,Colorado Mountain,goodreads_dump,12958487,18115826,310838,,29096,4.43
Tricks,Ellen Hopkins,Tricks,1,Tricks,goodreads_dump,5510384,5625827,677268,9781416950073,29078,4.29
On the Island,Tracey Garvis-Graves,On the Island,1,On the Island,goodreads_dump,15505346,18151286,514956,9781405910217,29074,4.13
Born Free: A Lioness of Two Worlds,Joy Adamson,Story of Elsa,1,Story of Elsa,goodreads_dump,758153,1492360,293385,9780375714382,29025,4.17
The 9th Judgment,James Patterson,Women's Murder Club,9,Women's Murder Club,goodreads_dump,7156505,7162888,185670,9780316036276,29010,4.08
Whispers at Moonrise,C.C. Hunter,Shadow Falls,4,Shadow Falls,goodreads_dump,13416236,18731533,333552,9781250011916,29006,4.37
Rock the Heart,Michelle A. Valentine,Black Falcon,1,Black Falcon,goodreads_dump,16047244,21826887,439064,,28975,4.01
Kushiel's Chosen,Jacqueline Carey,Phedre's Trilogy,2,Phedre's Trilogy,goodreads_dump,395962,848910,216137,9780765345042,28972,4.31
Fair Game,Patricia Briggs,Alpha & Omega,3,Alpha & Omega,goodreads_dump,7942786,6527880,170263,9781841497969,28953,4.34
Dark Triumph,Robin LaFevers,His Fair Assassin,2,His Fair Assassin,goodreads_dump,9943270,14836636,239883,9780547628387,28948,4.14
Passion Unleashed,Larissa Ione,Demonica,3,Demonica,goodreads_dump,4701550,4765865,167931,9780446401050,28943,4.32
Rock with Me,Kristen Proby,With Me in Seattle,4,With Me in Seattle,goodreads_dump,17201104,23676597,455597,2940016554327,28932,4.30
Executive Power,Vince Flynn,Mitch Rapp,6,Mitch Rapp,goodreads_dump,777211,2751321,297959,9780743453967,28909,4.33
Entice,Carrie Jones,Need,3,Need,goodreads_dump,8069535,12769820,176981,9781408810446,28870,4.03
Vespers Rising,Rick Riordan,The 39 Clues,11,The 39 Clues,goodreads_dump,9465845,14279652,251057,9780545290593,28842,4.12
The Rose & the Dagger,Renee Ahdieh,The Wrath & the Dawn,2,The Wrath & the Dawn,goodreads_dump,23308084,42862750,691038,9780399171628,28839,4.19
Mister Monday,Garth Nix,The Keys to the Kingdom,1,The Keys to the Kingdom,goodreads_dump,47613,1243291,155940,9780439856263,28827,3.77
The Sinner,Tess Gerritsen,Rizzoli & Isles,3,Rizzoli & Isles,goodreads_dump,32257,2130353,160839,9780553815023,28814,4.13
Tiger's Quest,Colleen Houck,The Tiger Saga,2,The Tiger Saga,goodreads_dump,9662386,8003906,174204,9781402784040,28810,4.34
Whose Body?,Dorothy L. Sayers,Lord Peter Wimsey,1,Lord Peter Wimsey,goodreads_dump,192893,1090544,154768,9780061043574,28804,3.91
The Hook Up,Kristen Callihan,Game On,1,Game On,goodreads_dump,22611920,42102987,656108,,28773,4.03
The Prisoner of Heaven,Carlos Ruiz Zafon,El cementerio de los libros olvidados,3,El cementerio de los libros olvidados,goodreads_dump,13623012,18067409,333183,9780062206282,28759,3.96
The Well of Lost Plots,Jasper Fforde,Thursday Next,3,Thursday Next,goodreads_dump,27001,1116054,154938,9780143034353,28744,4.09
What She Knew,Gilly Macmillan,Jim Clemo,1,Jim Clemo,goodreads_dump,25817531,41344566,1041835,9780062413864,28740,3.89
The Forgotten,David Baldacci,John Puller,2,John Puller,goodreads_dump,15842230,21412154,420541,9780446573054,28703,4.07
Witch & Wizard,James Patterson,Witch & Wizard,1,Witch & Wizard,goodreads_dump,6387565,6575836,204712,,28698,3.57
Dreams of a Dark Warrior,Kresley Cole,Immortals After Dark,11,Immortals After Dark,goodreads_dump,8534799,13402106,178153,9781439136805,28680,4.39
Gabriel's Redemption,Sylvain Reynard,Gabriel's Inferno,3,Gabriel's Inferno,goodreads_dump,16247792,22276283,458290,9780425266519,28670,4.22
Nevermore,James Patterson,Maximum Ride,8,Maximum Ride,goodreads_dump,11946245,15380149,250671,9780316101844,28666,3.88
Sins of the Night,Sherrilyn Kenyon,Dark-Hunterverse,7,Dark-Hunterverse,goodreads_dump,84135,1329428,772532,9780312934323,28659,4.18
White Hot Kiss,Jennifer L. Armentrout,The Dark Elements,1,The Dark Elements,goodreads_dump,17455585,24346290,478005,,28613,4.27
The Rook,Daniel O'Malley,The Checquy Files,1,The Checquy Files,goodreads_dump,10836728,15750881,432100,9780316098793,28588,4.12
Forever Princess,Meg Cabot,The Princess Diaries,10,The Princess Diaries,goodreads_dump,3474186,3515492,166643,9780061232923,28569,4.08
The Wrath of Mulgarath,Holly Black,The Spiderwick Chronicles,5,The Spiderwick Chronicles,goodreads_dump,277190,1322254,156543,9780689859403,28548,3.93
Avoiding Commitment,K.A. Linde,Avoiding,1,Avoiding,goodreads_dump,13345975,18562276,375778,9781476271415,28494,3.85
Reaper's Legacy,Joanna Wylde,Reapers MC,2,Reapers MC,goodreads_dump,18076876,25382416,514225,,28487,4.27
Eighth Grade Bites,Heather Brewer,The Chronicles of Vladimir Tod,1,The Chronicles of Vladimir Tod,goodreads_dump,530848,518471,150068,9780525478119,28485,3.92
The Grey King,Susan Cooper,The Dark Is Rising,4,The Dark Is Rising,goodreads_dump,222576,2887072,164109,9781416949671,28479,4.18
The Bone Season,Samantha Shannon,The Bone Season,1,The Bone Season,goodreads_dump,17199504,19248070,553998,9781620401392,28463,3.75
Noughts & Crosses,Malorie Blackman,Noughts & Crosses,1,Noughts & Crosses,goodreads_dump,714902,853421,153112,9780552555708,28462,4.23
Darkest Hour,Meg Cabot,The Mediator,4,The Mediator,goodreads_dump,23224,2013708,160221,9780060725143,28451,4.16
A Great Deliverance,Elizabeth George,Inspector Lynley,1,Inspector Lynley,goodreads_dump,31374,1567538,188045,9780553278026,28444,4.06
Heaven and Earth,Nora Roberts,Three Sisters Island,2,Three Sisters Island,goodreads_dump,59830,3153342,165421,9780749932824,28433,4.14
Never Go Back,Lee Child,Jack Reacher,18,Jack Reacher,goodreads_dump,17262159,23756807,486827,9780385344340,28397,4.02
The Rosie Effect,Graeme Simsion,Don Tillman,2,Don Tillman,goodreads_dump,23492671,41326408,620571,9781476767321,28389,3.56
End of Days,Susan Ee,Penryn & the End of Days,3,Penryn & the End of Days,goodreads_dump,18500665,19250719,374742,,28386,4.10
Heartsick,Chelsea Cain,Archie Sheridan & Gretchen Lowell,1,Archie Sheridan & Gretchen Lowell,goodreads_dump,657034,643122,151337,9780312368463,28352,3.92
Talking to Dragons,Patricia C. Wrede,Enchanted Forest Chronicles,4,Enchanted Forest Chronicles,goodreads_dump,169871,1045176,154478,9780152046910,28336,4.19
"Paper Girls, Vol. 1",Brian K. Vaughan,Paper Girls,1,Paper Girls,goodreads_dump,28204534,49449510,919507,9781632156747,28332,3.86
Trapped,Kevin Hearne,The Iron Druid Chronicles,5,The Iron Druid Chronicles,goodreads_dump,13536649,16669363,267269,9780345533647,28320,4.28
The Sins of the Father,Jeffrey Archer,The Clifton Chronicles,2,The Clifton Chronicles,goodreads_dump,12160906,17131961,300067,9781250000972,28285,4.02
Grave Surprise,Charlaine Harris,Harper Connelly,2,Harper Connelly,goodreads_dump,140078,3159799,165445,9780425212035,28231,3.88
How to Marry a Millionaire Vampire,Kerrelyn Sparks,Love at Stake,1,Love at Stake,goodreads_dump,263179,255117,147318,9780060751968,28219,3.85
The Ripper,L.J. Smith,The Vampire Diaries: Stefan's Diaries,4,The Vampire Diaries: Stefan's Diaries,goodreads_dump,11401915,16334474,267634,9780062113931,28203,4.23
Eight Cousins,Louisa May Alcott,Eight Cousins,1,Eight Cousins,goodreads_dump,14570,2905864,183854,9780486455594,28193,4.02
The Eternity Cure,Julie Kagawa,Blood of Eden,2,Blood of Eden,goodreads_dump,13581990,19167673,364375,9780373210695,28180,4.25
Love You More,Lisa Gardner,Tessa Leoni,1,Tessa Leoni,goodreads_dump,8701129,11557753,645531,9780553807257,28179,4.15
Faking It,Cora Carmack,Losing It,2,Losing It,goodreads_dump,16172634,22020637,443048,9780062273260,28178,3.96
The Black Company,Glen Cook,The Chronicles of the Black Company,1,The Chronicles of the Black Company,goodreads_dump,140671,390334,214273,9780812521399,28167,3.96
Rising Storm,Erin Hunter,Warriors,4,Warriors,goodreads_dump,295086,286335,403229,9780060525637,28164,4.38
The Crimson Crown,Cinda Williams Chima,Seven Realms,4,Seven Realms,goodreads_dump,8069828,12770588,176983,9781423144335,28133,4.48
Death du Jour,Kathy Reichs,Temperance Brennan,2,Temperance Brennan,goodreads_dump,128756,1048701,154503,9780671011376,28120,3.96
Quicksilver,Neal Stephenson,The Baroque Cycle,1,The Baroque Cycle,goodreads_dump,823,1610031,180608,9780060593087,28102,3.92
Tarzan of the Apes,Edgar Rice Burroughs,Tarzan,1,Tarzan,goodreads_dump,40425,1774048,158860,9780809599813,28096,3.88
Just Ella,Margaret Peterson Haddix,The Palace Chronicles,1,The Palace Chronicles,goodreads_dump,162719,2979854,580490,9781416936497,28095,3.75
Ceaseless,Abbi Glines,Existence Trilogy,3,Existence Trilogy,goodreads_dump,13573795,19154849,363164,,28079,4.20
Trust in Me,J. Lynn,Wait for You,1.5,Wait for You,goodreads_dump,17860217,25003611,500938,,28030,4.27
The 101 Dalmatians,Dodie Smith,The Hundred and One Dalmatians,1,The Hundred and One Dalmatians,goodreads_dump,511614,1703703,193380,9780760704066,28028,4.11
The Dark Highlander,Karen Marie Moning,Highlander,5,Highlander,goodreads_dump,112755,2203425,288258,9780440237556,28007,4.31
The Clique,Lisi Harrison,The Clique,1,The Clique,goodreads_dump,890143,541421,150264,9780689872990,28006,3.60
Hades,Alexandra Adornetto,Halo,2,Halo,goodreads_dump,9666812,13306097,177837,9780312656270,27999,3.97
A World Without Heroes,Brandon Mull,Beyonders,1,Beyonders,goodreads_dump,8306745,13155786,188605,9781416997924,27995,4.07
Stone Cold,David Baldacci,Camel Club,3,Camel Club,goodreads_dump,627984,614327,151086,9780446577397,27989,4.11
Unleashed,Cherrie Lynn,Ross Siblings,1,Ross Siblings,goodreads_dump,7202825,7897939,288156,9781605045535,27989,3.89
A Long Way from Chicago,Richard Peck,A Long Way from Chicago,1,A Long Way from Chicago,goodreads_dump,39963,1207111,352751,9780142401101,27963,3.92
River Secrets,Shannon Hale,The Books of Bayern,3,The Books of Bayern,goodreads_dump,248470,240752,147210,9781582349015,27952,4.03
Rainbow Valley,L.M. Montgomery,Anne of Green Gables,7,Anne of Green Gables,goodreads_dump,77395,7071165,172866,9780553269215,27948,4.01
"Dragon Ball, Vol. 1: The Monkey King",Akira Toriyama,Dragon Ball,1,Dragon Ball,goodreads_dump,969275,954172,236634,9780575077355,27947,4.42
Angelfire,Courtney Allison Moulton,Angelfire,1,Angelfire,goodreads_dump,7285498,8520753,174435,9780062002327,27939,3.93
Fly Away,Kristin Hannah,Firefly Lane,2,Firefly Lane,goodreads_dump,16044981,21823194,436948,9780312577216,27859,3.94
The Darkest Hour,Erin Hunter,Warriors,6,Warriors,goodreads_dump,49006,1245365,403231,9780060525859,27856,4.52
Nine Rules to Break When Romancing a Rake,Sarah MacLean,Love By Numbers,1,Love By Numbers,goodreads_dump,6584134,6777627,210890,9780061852053,27847,4.08
The Ironwood Tree,Holly Black,The Spiderwick Chronicles,4,The Spiderwick Chronicles,goodreads_dump,277191,1603405,158107,9780689859397,27833,3.92
The 100,Kass Morgan,The 100,1,The 100,goodreads_dump,17332969,24065011,501638,9780316234474,27824,3.56
Black Notice,Patricia Cornwell,Kay Scarpetta,10,Kay Scarpetta,goodreads_dump,123598,1454722,157346,9780425175408,27820,3.85
Industrial Magic,Kelley Armstrong,Women of the Otherworld,4,Women of the Otherworld,goodreads_dump,125925,121282,146066,9780553590166,27814,4.12
Revenge of the Witch,Joseph Delaney,The Last Apprentice / Wardstone Chronicles,1,The Last Apprentice / Wardstone Chronicles,goodreads_dump,298567,3496896,268771,9780060766207,27813,3.97
Reliquary,Douglas Preston,Pendergast,2,Pendergast,goodreads_dump,39030,65004,145368,9780765354952,27799,4.01
Bad Things,R.K. Lilley,Tristan & Danika,1,Tristan & Danika,goodreads_dump,17377032,24167516,512412,,27799,4.32
The Castle of Llyr,Lloyd Alexander,The Chronicles of Prydain,3,The Chronicles of Prydain,goodreads_dump,24779,3007213,164673,9780805080506,27790,4.07
"Black Bird, Vol. 01",Kanoko Sakurakouji,Black Bird,1,Black Bird,goodreads_dump,6236809,6419529,207523,9781421527642,27774,4.08
Never Never: Part Three,Colleen Hoover,Never Never,3,Never Never,goodreads_dump,25454883,45221017,769286,,27765,3.48
Burning Chrome,William Gibson,Sprawl,0,Sprawl,goodreads_dump,22323,2457086,725959,9780060539825,27745,4.05
Pursuit of Honor,Vince Flynn,Mitch Rapp,12,Mitch Rapp,goodreads_dump,6339304,6525245,297965,9781416595168,27724,4.35
Seeds of Yesterday,V.C. Andrews,Dollanganger,4,Dollanganger,goodreads_dump,659612,3311896,166129,9780671729486,27715,3.81
Half Bad,Sally Green,The Half Bad Trilogy,1,The Half Bad Trilogy,goodreads_dump,18079804,24802827,493993,9780670016785,27669,3.80
The Darkest Lie,Gena Showalter,Lords of the Underworld,6,Lords of the Underworld,goodreads_dump,7519472,6954933,172610,9780778303824,27667,4.32
